Planet Name,Type,Mass (Earth),Orbit Radius (AU),Discovery Year,Discovered By
Planet-470,Dwarf Planet,768.01,28.31,1912,Hubble
Planet-471,Gas Giant,350.99,23.398,1941,Kepler
Planet-472,Exoplanet,248.19,95.647,1964,Hubble
Planet-473,Gas Giant,604.94,73.373,2017,Chandra
Planet-474,Ice Giant,494.49,33.9,1952,Voyager
Planet-475,Exoplanet,253.01,20.819,1999,Chandra
Planet-476,Terrestrial,370.95,5.827,1975,Ground Telescope
Planet-477,Gas Giant,513.42,18.324,1901,Hubble
Planet-478,Terrestrial,73.61,74.794,1966,Galileo
Planet-479,Ice Giant,552.19,19.615,1904,JWST
Planet-480,Terrestrial,217.73,9.413,2025,Chandra
Planet-481,Ice Giant,789.15,27.738,1959,Ground Telescope
Planet-482,Gas Giant,299.24,32.422,1966,Spitzer
Planet-483,Dwarf Planet,526.91,27.232,1901,Galileo
Planet-484,Dwarf Planet,5.69,12.461,1996,Ground Telescope
Planet-485,Terrestrial,996.52,17.615,1969,Chandra
Planet-486,Exoplanet,108.54,12.667,2015,TESS
Planet-487,Dwarf Planet,597.99,40.878,1902,Spitzer
Planet-488,Dwarf Planet,808.37,88.675,1978,JWST
Planet-489,Exoplanet,414.85,87.122,1956,JWST
Planet-490,Exoplanet,753.31,21.361,1925,Spitzer
Planet-491,Ice Giant,946.65,48.848,1932,Spitzer
Planet-492,Gas Giant,484.17,70.974,1988,TESS
Planet-493,Dwarf Planet,669.77,25.636,1931,TESS
Planet-494,Ice Giant,821.92,3.925,1916,JWST
Planet-495,Exoplanet,577.69,53.702,1988,Galileo
Planet-496,Gas Giant,462.7,39.617,2011,Hubble
Planet-497,Dwarf Planet,989.3,78.134,1913,Voyager
Planet-498,Dwarf Planet,328.97,1.243,1903,TESS
Planet-499,Dwarf Planet,102.85,21.862,1996,Kepler
Planet-500,Dwarf Planet,117.91,55.954,1926,Spitzer
Planet-501,Exoplanet,881.03,78.167,1942,TESS
Planet-502,Terrestrial,709.29,68.727,1980,TESS
Planet-503,Exoplanet,122.58,6.039,1991,Voyager
Planet-504,Exoplanet,101.2,71.474,2010,Voyager
Planet-505,Gas Giant,472.15,44.777,1990,TESS
Planet-506,Dwarf Planet,201.29,41.015,1920,Galileo
Planet-507,Gas Giant,984.34,53.352,1942,Chandra
Planet-508,Terrestrial,817.88,40.088,1926,Ground Telescope
Planet-509,Ice Giant,350.96,94.619,1978,Spitzer
Planet-510,Dwarf Planet,174.78,90.478,2003,Ground Telescope
Planet-511,Exoplanet,183.59,94.244,2010,Hubble
Planet-512,Dwarf Planet,854.42,40.384,1950,Ground Telescope
Planet-513,Dwarf Planet,799.43,53.316,1920,Kepler
Planet-514,Gas Giant,146.86,9.594,1916,Hubble
Planet-515,Exoplanet,157.27,78.815,1918,Kepler
Planet-516,Dwarf Planet,838.21,74.123,2010,Galileo
Planet-517,Terrestrial,732.48,86.128,2022,James Webb
Planet-518,Exoplanet,944.77,15.075,1928,Spitzer
Planet-519,Ice Giant,482.29,26.191,1943,Kepler
Planet-520,Ice Giant,311.19,83.243,1976,Kepler
Planet-521,Ice Giant,125.72,64.851,1962,Ground Telescope
Planet-522,Dwarf Planet,200.41,52.375,2000,Kepler
Planet-523,Terrestrial,657.09,33.524,1999,Ground Telescope
Planet-524,Exoplanet,423.94,97.922,1956,Hubble
Planet-525,Gas Giant,187.39,27.855,1950,Chandra
Planet-526,Terrestrial,645.65,96.119,1943,Ground Telescope
Planet-527,Exoplanet,359.44,33.505,2002,Spitzer
Planet-528,Exoplanet,77.65,30.314,1932,Kepler
Planet-529,Exoplanet,373.93,32.063,2004,James Webb
Planet-530,Terrestrial,706.94,88.277,1974,Hubble
Planet-531,Exoplanet,977.12,98.08,1916,Chandra
Planet-532,Exoplanet,956.99,52.201,1901,Galileo
Planet-533,Exoplanet,450.9,77.361,1919,JWST
Planet-534,Terrestrial,578.05,49.523,2019,TESS
Planet-535,Exoplanet,939.59,44.724,1945,Ground Telescope
Planet-536,Gas Giant,454.09,26.163,2012,Spitzer
Planet-537,Gas Giant,489.69,39.036,1980,Spitzer
Planet-538,Dwarf Planet,417.72,39.822,1943,Chandra
Planet-539,Dwarf Planet,642.94,99.761,1944,James Webb
Planet-540,Dwarf Planet,116.37,95.065,1924,Ground Telescope
Planet-541,Dwarf Planet,35.29,85.951,1934,TESS
Planet-542,Ice Giant,742.06,12.322,1995,James Webb
Planet-543,Ice Giant,421.01,34.091,1944,Kepler
Planet-544,Exoplanet,250.91,91.764,2003,TESS
Planet-545,Dwarf Planet,953.21,59.075,1936,JWST
Planet-546,Exoplanet,703.43,73.49,1998,James Webb
Planet-547,Exoplanet,614.1,39.851,1993,Chandra
Planet-548,Ice Giant,259.92,51.135,1988,Galileo
Planet-549,Exoplanet,981.95,76.829,2017,James Webb
Planet-550,Terrestrial,552.33,0.867,1932,James Webb
Planet-551,Terrestrial,917.44,88.8,1949,Hubble
Planet-552,Dwarf Planet,790.49,2.031,1992,Kepler
Planet-553,Gas Giant,34.04,17.634,1933,TESS
Planet-554,Gas Giant,769.22,22.049,1968,Voyager
Planet-555,Exoplanet,264.9,69.814,2011,Spitzer
Planet-556,Ice Giant,739.13,6.675,1940,Chandra
Planet-557,Dwarf Planet,131.44,96.189,1936,Chandra
Planet-558,Terrestrial,242.6,77.978,1952,Hubble
Planet-559,Gas Giant,817.27,50.142,1916,TESS
Planet-560,Ice Giant,372.02,72.329,2007,Spitzer
Planet-561,Gas Giant,106.59,76.858,1959,JWST
Planet-562,Gas Giant,421.46,86.145,1919,James Webb
Planet-563,Ice Giant,804.55,82.854,1978,James Webb
Planet-564,Dwarf Planet,361.44,74.801,2025,James Webb
Planet-565,Ice Giant,373.42,45.134,1919,Hubble
Planet-566,Ice Giant,478.94,10.283,1996,Chandra
Planet-567,Exoplanet,470.43,47.342,1928,Galileo
Planet-568,Exoplanet,686.09,60.321,1900,TESS
Planet-569,Ice Giant,380.37,8.282,1986,JWST
Planet-570,Exoplanet,464.42,17.869,1927,Chandra
Planet-571,Gas Giant,1.22,51.531,1976,Spitzer
Planet-572,Exoplanet,714.49,42.006,2003,TESS
Planet-573,Ice Giant,26.43,39.464,1937,Voyager
Planet-574,Gas Giant,707.38,7.327,1941,Kepler
Planet-575,Terrestrial,562.16,37.38,1981,Voyager
Planet-576,Terrestrial,324.28,41.107,1982,Chandra
Planet-577,Gas Giant,640.1,51.392,2000,Galileo
Planet-578,Dwarf Planet,279.27,15.446,1987,Kepler
Planet-579,Ice Giant,858.42,28.438,1942,TESS
Planet-580,Gas Giant,879.2,60.485,2013,Kepler
Planet-581,Exoplanet,707.18,49.398,1962,Ground Telescope
Planet-582,Gas Giant,369.75,12.278,1979,TESS
Planet-583,Terrestrial,895.53,44.185,1917,Kepler
Planet-584,Ice Giant,683.86,81.973,2002,JWST
Planet-585,Exoplanet,390.7,68.96,1950,Kepler
Planet-586,Gas Giant,255.56,5.026,1911,Spitzer
Planet-587,Gas Giant,573.25,77.587,1919,James Webb
Planet-588,Dwarf Planet,314.94,74.47,1999,James Webb
Planet-589,Ice Giant,309.04,16.932,1987,JWST
Planet-590,Exoplanet,951.43,32.12,1920,Voyager
Planet-591,Dwarf Planet,300.84,44.992,1958,Ground Telescope
Planet-592,Terrestrial,524.0,23.575,1922,Spitzer
Planet-593,Dwarf Planet,231.71,76.313,1926,James Webb
Planet-594,Gas Giant,196.69,55.188,1934,Galileo
Planet-595,Dwarf Planet,873.71,84.157,1963,Chandra
Planet-596,Gas Giant,686.8,27.486,1935,TESS
Planet-597,Gas Giant,549.22,80.755,1993,Chandra
Planet-598,Exoplanet,669.95,45.73,1905,Chandra
Planet-599,Dwarf Planet,973.11,66.448,1969,Kepler
Planet-600,Dwarf Planet,484.17,5.906,1999,TESS
Planet-601,Gas Giant,781.14,86.016,2019,JWST
Planet-602,Exoplanet,628.37,75.259,1901,Ground Telescope
Planet-603,Ice Giant,144.5,60.143,1968,Ground Telescope
Planet-604,Exoplanet,672.17,91.838,2000,Voyager
Planet-605,Ice Giant,29.03,49.789,1913,Galileo
Planet-606,Gas Giant,184.19,95.454,2004,TESS
Planet-607,Gas Giant,277.2,53.666,1960,Ground Telescope
Planet-608,Exoplanet,239.81,37.423,1957,Hubble
Planet-609,Dwarf Planet,844.05,9.044,1987,Hubble
Planet-610,Gas Giant,413.71,43.832,1932,Chandra
Planet-611,Terrestrial,224.36,79.949,1992,Ground Telescope
Planet-612,Dwarf Planet,839.28,99.588,1924,James Webb
Planet-613,Terrestrial,373.11,23.648,2011,James Webb
Planet-614,Terrestrial,611.81,82.114,2011,James Webb
Planet-615,Dwarf Planet,466.08,77.374,1918,Chandra
Planet-616,Gas Giant,657.25,79.023,1961,Galileo
Planet-617,Terrestrial,333.29,62.89,1963,Galileo
Planet-618,Gas Giant,240.39,69.897,1914,Galileo
Planet-619,Terrestrial,590.17,51.525,1902,Spitzer
Planet-620,Terrestrial,663.86,68.601,1976,Voyager
Planet-621,Gas Giant,852.84,12.944,1976,Hubble
Planet-622,Ice Giant,660.37,62.361,1976,James Webb
Planet-623,Exoplanet,870.36,74.069,1966,James Webb
Planet-624,Dwarf Planet,467.49,28.16,2008,Galileo
Planet-625,Ice Giant,316.9,39.102,2004,Kepler
Planet-626,Gas Giant,174.16,1.053,1952,Kepler
Planet-627,Ice Giant,752.1,22.811,1994,TESS
Planet-628,Dwarf Planet,498.19,2.024,2024,Galileo
Planet-629,Dwarf Planet,227.7,54.319,1933,JWST
Planet-630,Ice Giant,682.05,42.027,1983,Chandra
Planet-631,Terrestrial,513.92,88.931,1936,Chandra
Planet-632,Exoplanet,862.84,93.39,2014,JWST
Planet-633,Terrestrial,404.9,59.775,1935,Spitzer
Planet-634,Gas Giant,150.53,48.218,1936,Chandra
Planet-635,Gas Giant,660.91,52.518,1907,Voyager
Planet-636,Dwarf Planet,588.19,64.886,1931,Spitzer
Planet-637,Ice Giant,103.89,41.907,2010,TESS
Planet-638,Exoplanet,735.15,38.163,1939,Galileo
Planet-639,Exoplanet,168.77,93.895,1966,Galileo
Planet-640,Exoplanet,132.69,93.371,1924,Hubble
Planet-641,Exoplanet,600.59,0.872,1963,JWST
Planet-642,Dwarf Planet,570.21,74.608,1991,James Webb
Planet-643,Exoplanet,335.31,30.987,2000,Ground Telescope
Planet-644,Ice Giant,977.31,32.357,1977,JWST
Planet-645,Ice Giant,856.36,39.12,1954,Ground Telescope
Planet-646,Exoplanet,653.07,93.393,2015,James Webb
Planet-647,Gas Giant,289.08,80.296,1937,JWST
Planet-648,Dwarf Planet,661.46,53.333,1994,Galileo
Planet-649,Exoplanet,269.84,98.074,1925,James Webb
Planet-650,Dwarf Planet,823.21,20.074,1901,Spitzer
Planet-651,Gas Giant,336.78,61.766,1919,JWST
Planet-652,Gas Giant,671.78,42.078,1955,Galileo
Planet-653,Exoplanet,389.2,17.787,1974,Galileo
Planet-654,Exoplanet,350.18,63.668,1920,Voyager
Planet-655,Exoplanet,796.5,58.978,1997,James Webb
Planet-656,Gas Giant,590.9,49.077,1927,James Webb
Planet-657,Gas Giant,465.81,43.871,1954,Hubble
Planet-658,Dwarf Planet,532.81,17.447,1907,Kepler
Planet-659,Dwarf Planet,409.61,71.301,2017,Hubble
Planet-660,Gas Giant,44.17,87.504,1988,Hubble
Planet-661,Dwarf Planet,783.35,82.901,1902,Hubble
Planet-662,Exoplanet,600.16,60.505,1927,James Webb
Planet-663,Terrestrial,155.81,74.719,2007,Voyager
Planet-664,Dwarf Planet,919.37,33.588,1986,Kepler
Planet-665,Terrestrial,712.77,50.952,1996,JWST
Planet-666,Terrestrial,259.29,46.819,1971,Kepler
Planet-667,Terrestrial,617.11,39.36,1915,Galileo
Planet-668,Exoplanet,331.33,32.582,1976,TESS
Planet-669,Exoplanet,783.65,55.245,1935,Voyager
Planet-670,Gas Giant,685.56,39.799,1946,Spitzer
Planet-671,Gas Giant,74.98,26.967,1908,Ground Telescope
Planet-672,Dwarf Planet,328.41,42.996,2007,James Webb
Planet-673,Exoplanet,382.97,33.511,2025,Spitzer
Planet-674,Gas Giant,259.78,1.33,1971,Spitzer
Planet-675,Dwarf Planet,259.71,42.044,1977,Kepler
Planet-676,Terrestrial,664.82,79.311,2010,Hubble
Planet-677,Gas Giant,632.69,35.427,1985,Kepler
Planet-678,Gas Giant,330.64,92.069,2004,Chandra
Planet-679,Gas Giant,567.85,88.602,2011,Ground Telescope
Planet-680,Dwarf Planet,50.21,15.988,1917,Kepler
Planet-681,Terrestrial,19.87,69.501,1924,Spitzer
Planet-682,Terrestrial,177.96,23.444,1980,James Webb
Planet-683,Ice Giant,942.22,17.613,1904,James Webb
Planet-684,Dwarf Planet,521.2,9.877,2001,Chandra
Planet-685,Ice Giant,595.73,52.395,1941,Spitzer
Planet-686,Terrestrial,652.68,78.803,1930,Chandra
Planet-687,Dwarf Planet,92.81,22.452,1964,Chandra
Planet-688,Ice Giant,286.92,22.861,1900,Chandra
Planet-689,Exoplanet,159.35,38.717,1963,TESS
Planet-690,Dwarf Planet,407.96,93.214,1920,Voyager
Planet-691,Gas Giant,26.41,92.294,1964,Galileo
Planet-692,Gas Giant,752.55,95.805,1967,Ground Telescope
Planet-693,Terrestrial,25.71,82.683,1948,Chandra
Planet-694,Exoplanet,205.32,78.15,1975,Kepler
Planet-695,Terrestrial,923.35,40.403,1907,Hubble
Planet-696,Terrestrial,561.64,50.971,1997,Chandra
Planet-697,Gas Giant,420.94,3.459,1983,TESS
Planet-698,Gas Giant,638.56,49.098,1985,Kepler
Planet-699,Dwarf Planet,689.79,82.18,1929,TESS
Planet-700,Exoplanet,293.94,86.672,1929,Voyager
Planet-701,Gas Giant,780.65,35.892,1993,Chandra
Planet-702,Terrestrial,338.44,27.452,1942,TESS
Planet-703,Ice Giant,997.64,61.421,1999,TESS
Planet-704,Ice Giant,868.15,34.955,2015,JWST
Planet-705,Ice Giant,513.09,59.668,1949,Ground Telescope
Planet-706,Ice Giant,852.9,40.923,2020,Kepler
Planet-707,Dwarf Planet,538.85,9.591,2025,Chandra
Planet-708,Ice Giant,476.99,26.334,1900,Spitzer
Planet-709,Terrestrial,258.72,41.793,1997,Spitzer
Planet-710,Gas Giant,647.56,31.288,2013,Kepler
Planet-711,Dwarf Planet,773.32,98.08,1901,Chandra
Planet-712,Gas Giant,934.45,0.584,1952,Voyager
Planet-713,Ice Giant,649.04,72.631,2013,James Webb
Planet-714,Exoplanet,566.63,5.89,1908,TESS
Planet-715,Gas Giant,367.96,24.216,1956,Voyager
Planet-716,Ice Giant,163.02,10.577,1910,Ground Telescope
Planet-717,Gas Giant,287.86,21.569,1998,James Webb
Planet-718,Dwarf Planet,424.79,24.954,1909,James Webb
Planet-719,Gas Giant,136.36,47.776,1986,Voyager
Planet-720,Terrestrial,615.93,44.949,2011,JWST
Planet-721,Terrestrial,149.45,95.692,2005,Chandra
Planet-722,Terrestrial,159.14,38.645,1926,Chandra
Planet-723,Gas Giant,910.74,53.183,1954,James Webb
Planet-724,Terrestrial,689.33,35.922,1996,JWST
Planet-725,Gas Giant,779.62,86.62,1969,Voyager
Planet-726,Gas Giant,585.79,88.45,1961,JWST
Planet-727,Ice Giant,198.69,48.013,1910,James Webb
Planet-728,Exoplanet,234.79,30.361,1911,Spitzer
Planet-729,Ice Giant,920.71,97.334,1948,Kepler
Planet-730,Dwarf Planet,635.9,69.092,1976,Kepler
Planet-731,Exoplanet,131.72,4.118,1925,Voyager
Planet-732,Gas Giant,282.61,64.014,1971,Hubble
Planet-733,Dwarf Planet,760.04,12.666,1912,Galileo
Planet-734,Ice Giant,201.17,18.616,2022,Galileo
Planet-735,Ice Giant,204.59,82.543,1939,Spitzer
Planet-736,Gas Giant,522.13,55.643,2024,Galileo
Planet-737,Terrestrial,44.68,58.053,1987,Spitzer
Planet-738,Gas Giant,68.44,6.267,1958,JWST
Planet-739,Ice Giant,0.26,85.962,1986,TESS
Planet-740,Terrestrial,800.35,82.78,1934,Kepler
Planet-741,Ice Giant,786.96,61.138,1932,James Webb
Planet-742,Gas Giant,972.76,46.937,1968,TESS
Planet-743,Dwarf Planet,978.88,61.638,1963,Hubble
Planet-744,Terrestrial,141.55,74.551,1990,Spitzer
Planet-745,Ice Giant,289.54,12.055,2018,Galileo
Planet-746,Terrestrial,191.08,66.985,2019,Galileo
Planet-747,Ice Giant,390.64,56.869,2018,Chandra
Planet-748,Gas Giant,239.43,20.133,2011,Voyager
Planet-749,Dwarf Planet,660.26,19.618,1950,Kepler
Planet-750,Exoplanet,58.83,34.961,1970,Hubble
Planet-751,Gas Giant,515.02,49.024,1969,Chandra
Planet-752,Exoplanet,514.2,41.269,1928,Chandra
Planet-753,Exoplanet,896.72,92.61,2025,JWST
Planet-754,Gas Giant,175.94,42.705,1987,Hubble
Planet-755,Exoplanet,560.06,79.317,2009,Chandra
Planet-756,Ice Giant,543.28,38.33,1965,JWST
Planet-757,Terrestrial,713.78,4.404,1904,Voyager
Planet-758,Exoplanet,695.5,19.831,1989,JWST
Planet-759,Gas Giant,282.14,84.843,1995,Voyager
Planet-760,Terrestrial,173.68,60.076,1946,Chandra
Planet-761,Terrestrial,677.07,49.643,1987,TESS
Planet-762,Ice Giant,987.89,36.148,1932,JWST
Planet-763,Terrestrial,463.91,65.357,1991,Hubble
Planet-764,Ice Giant,170.23,88.267,1919,Ground Telescope
Planet-765,Ice Giant,106.14,8.233,1948,Voyager
Planet-766,Terrestrial,377.03,50.337,1965,Hubble
Planet-767,Dwarf Planet,407.24,14.898,2013,Kepler
Planet-768,Exoplanet,276.28,34.09,1917,Spitzer
Planet-769,Ice Giant,235.23,46.45,1920,James Webb
Planet-770,Gas Giant,0.89,79.101,1927,Ground Telescope
Planet-771,Ice Giant,324.74,37.943,1906,JWST
Planet-772,Exoplanet,355.39,65.677,1988,Galileo
Planet-773,Dwarf Planet,231.88,90.754,1956,Kepler
Planet-774,Gas Giant,973.28,42.761,1924,Chandra
Planet-775,Terrestrial,960.77,82.37,1917,Spitzer
Planet-776,Ice Giant,523.48,0.168,2004,Voyager
Planet-777,Exoplanet,247.06,58.335,1943,JWST
Planet-778,Ice Giant,42.73,48.393,1901,Spitzer
Planet-779,Ice Giant,696.51,78.125,1961,James Webb
Planet-780,Exoplanet,795.43,58.675,1928,Spitzer
Planet-781,Gas Giant,539.09,71.523,1978,James Webb
Planet-782,Dwarf Planet,353.52,92.391,1906,James Webb
Planet-783,Dwarf Planet,456.77,72.468,1974,Voyager
Planet-784,Terrestrial,171.37,8.138,2014,Voyager
Planet-785,Ice Giant,128.25,3.663,1934,Spitzer
Planet-786,Terrestrial,996.55,8.729,1904,Hubble
Planet-787,Terrestrial,405.5,5.551,2002,Ground Telescope
Planet-788,Ice Giant,421.03,51.856,1997,Ground Telescope
Planet-789,Exoplanet,22.37,88.957,1954,Chandra
Planet-790,Exoplanet,303.69,35.983,1974,James Webb
Planet-791,Dwarf Planet,899.12,71.686,1993,Galileo
Planet-792,Exoplanet,948.34,29.215,1992,Galileo
Planet-793,Gas Giant,269.17,77.534,1921,James Webb
Planet-794,Gas Giant,788.0,21.424,2021,Ground Telescope
Planet-795,Exoplanet,109.11,75.109,1991,Kepler
Planet-796,Ice Giant,906.82,84.796,1965,Kepler
Planet-797,Dwarf Planet,587.7,95.062,1912,TESS
Planet-798,Dwarf Planet,164.53,18.726,2012,Hubble
Planet-799,Exoplanet,359.14,28.859,1959,Kepler
Planet-800,Exoplanet,836.89,98.222,1914,Kepler
Planet-801,Terrestrial,570.38,94.98,1901,Chandra
Planet-802,Ice Giant,547.31,94.93,2007,Voyager
Planet-803,Gas Giant,483.64,24.401,2004,Chandra
Planet-804,Gas Giant,655.61,54.557,1932,Kepler
Planet-805,Dwarf Planet,983.03,27.646,2009,TESS
Planet-806,Dwarf Planet,147.03,87.204,2019,TESS
Planet-807,Gas Giant,180.08,69.849,1954,Spitzer
Planet-808,Dwarf Planet,963.14,89.07,1979,JWST
Planet-809,Ice Giant,417.25,39.692,1974,Galileo
Planet-810,Exoplanet,420.67,12.58,1989,Ground Telescope
Planet-811,Exoplanet,715.51,70.055,1968,Spitzer
Planet-812,Ice Giant,905.86,25.645,1994,Spitzer
Planet-813,Terrestrial,886.73,27.997,1986,TESS
Planet-814,Gas Giant,687.12,7.257,1935,JWST
Planet-815,Ice Giant,978.6,32.497,1930,James Webb
Planet-816,Exoplanet,330.69,90.301,1983,Hubble
Planet-817,Exoplanet,13.64,38.602,1918,Kepler
Planet-818,Gas Giant,60.71,34.542,1943,Chandra
Planet-819,Exoplanet,528.96,47.68,2005,Hubble
Planet-820,Ice Giant,664.33,51.194,1975,Spitzer
Planet-821,Terrestrial,843.94,65.086,1952,Chandra
Planet-822,Ice Giant,71.46,73.515,1924,Voyager
Planet-823,Ice Giant,94.69,85.717,1949,Kepler
Planet-824,Exoplanet,21.27,70.058,1934,JWST
Planet-825,Gas Giant,691.9,51.057,1927,Spitzer
Planet-826,Gas Giant,471.43,48.082,1980,Kepler
Planet-827,Gas Giant,264.69,27.538,1956,Voyager
Planet-828,Ice Giant,261.13,24.308,1993,Chandra
Planet-829,Dwarf Planet,82.94,50.066,1964,JWST
Planet-830,Dwarf Planet,247.9,58.209,1999,Chandra
Planet-831,Terrestrial,474.22,91.272,1945,Hubble
Planet-832,Exoplanet,8.3,70.078,1904,Hubble
Planet-833,Dwarf Planet,536.36,71.82,2023,James Webb
Planet-834,Terrestrial,706.54,4.077,1923,James Webb
Planet-835,Ice Giant,895.15,67.229,1980,Spitzer
Planet-836,Dwarf Planet,827.18,88.25,2025,Kepler
Planet-837,Ice Giant,186.9,1.846,1957,James Webb
Planet-838,Exoplanet,379.49,41.531,1961,TESS
Planet-839,Dwarf Planet,772.43,8.066,1983,JWST
Planet-840,Gas Giant,860.94,45.261,1985,JWST
Planet-841,Dwarf Planet,141.57,18.57,1912,Ground Telescope
Planet-842,Gas Giant,258.5,31.51,1956,Ground Telescope
Planet-843,Dwarf Planet,519.81,96.537,2003,Kepler
Planet-844,Exoplanet,838.88,22.216,1970,TESS
Planet-845,Gas Giant,213.71,54.0,1936,JWST
Planet-846,Ice Giant,526.5,81.893,1963,James Webb
Planet-847,Exoplanet,878.9,60.451,1906,TESS
Planet-848,Gas Giant,445.82,55.573,1986,JWST
Planet-849,Gas Giant,925.32,83.903,1902,Ground Telescope
Planet-850,Ice Giant,296.95,71.366,1943,JWST
Planet-851,Ice Giant,24.03,31.546,1966,Spitzer
Planet-852,Dwarf Planet,286.19,35.549,1933,Chandra
Planet-853,Ice Giant,914.55,22.581,1939,TESS
Planet-854,Ice Giant,441.12,24.983,1928,JWST
Planet-855,Ice Giant,932.55,75.662,1962,JWST
Planet-856,Terrestrial,406.52,61.267,2023,TESS
Planet-857,Dwarf Planet,993.85,86.029,1905,Galileo
Planet-858,Ice Giant,176.98,26.093,1994,Galileo
Planet-859,Exoplanet,425.94,44.631,2012,Chandra
Planet-860,Ice Giant,805.08,31.432,1956,JWST
Planet-861,Dwarf Planet,582.43,98.354,1934,James Webb
Planet-862,Ice Giant,532.2,24.602,1977,Ground Telescope
Planet-863,Ice Giant,372.26,90.249,2020,Chandra
Planet-864,Terrestrial,922.99,29.751,1965,James Webb
Planet-865,Gas Giant,5.89,74.939,1941,Chandra
Planet-866,Gas Giant,900.35,42.416,2010,TESS
Planet-867,Ice Giant,394.04,40.016,1986,JWST
Planet-868,Exoplanet,78.03,22.921,1989,TESS
Planet-869,Ice Giant,282.35,81.327,1959,Kepler
Planet-870,Dwarf Planet,655.05,16.483,1938,JWST
Planet-871,Gas Giant,217.04,51.171,1935,Hubble
Planet-872,Terrestrial,21.56,32.446,1984,Hubble
Planet-873,Terrestrial,378.43,10.986,1981,Hubble
Planet-874,Terrestrial,978.87,4.86,2018,Hubble
Planet-875,Terrestrial,681.85,74.734,1901,Voyager
Planet-876,Gas Giant,893.99,20.983,1914,Spitzer
Planet-877,Terrestrial,953.14,5.246,1907,Spitzer
Planet-878,Terrestrial,906.79,36.929,1952,JWST
Planet-879,Terrestrial,88.94,13.939,1933,Chandra
Planet-880,Exoplanet,221.03,46.786,2006,Chandra
Planet-881,Ice Giant,366.13,97.398,1914,JWST
Planet-882,Terrestrial,860.67,11.795,1972,Kepler
Planet-883,Dwarf Planet,487.54,2.392,2000,Spitzer
Planet-884,Ice Giant,543.08,74.006,1903,Voyager
Planet-885,Dwarf Planet,387.59,24.099,1926,JWST
Planet-886,Ice Giant,740.26,57.847,2007,Chandra
Planet-887,Exoplanet,192.49,13.305,1989,Chandra
Planet-888,Gas Giant,188.87,11.86,1925,Galileo
Planet-889,Ice Giant,659.49,53.551,1916,Kepler
Planet-890,Terrestrial,571.47,77.862,2012,Ground Telescope
Planet-891,Dwarf Planet,777.85,78.79,1949,Ground Telescope
Planet-892,Gas Giant,961.76,10.884,1987,Kepler
Planet-893,Ice Giant,601.64,18.715,1949,Hubble
Planet-894,Gas Giant,431.62,49.887,1981,James Webb
Planet-895,Gas Giant,433.47,23.348,2013,JWST
Planet-896,Gas Giant,344.36,27.679,1915,Ground Telescope
Planet-897,Dwarf Planet,133.25,68.413,1970,Spitzer
Planet-898,Ice Giant,506.9,43.05,1902,James Webb
Planet-899,Dwarf Planet,3.51,88.95,1913,Hubble
Planet-900,Gas Giant,799.54,24.367,1997,Hubble
Planet-901,Dwarf Planet,180.09,0.494,1929,Chandra
Planet-902,Gas Giant,557.35,84.562,1910,Galileo
Planet-903,Gas Giant,703.36,62.388,1924,Voyager
Planet-904,Dwarf Planet,66.83,26.339,1955,TESS
Planet-905,Ice Giant,692.09,47.476,1917,James Webb
Planet-906,Dwarf Planet,651.28,83.938,1914,Chandra
Planet-907,Gas Giant,2.73,13.048,1987,Spitzer
Planet-908,Ice Giant,670.62,19.204,2002,TESS
Planet-909,Exoplanet,467.3,68.706,1973,Voyager
Planet-910,Terrestrial,918.29,51.631,2004,James Webb
Planet-911,Terrestrial,887.35,82.23,1952,Galileo
Planet-912,Exoplanet,825.99,56.451,2016,Ground Telescope
Planet-913,Dwarf Planet,923.61,57.208,2004,Ground Telescope
Planet-914,Gas Giant,686.47,77.984,1934,TESS
Planet-915,Terrestrial,350.49,93.086,1952,TESS
Planet-916,Dwarf Planet,815.19,68.712,1969,TESS
Planet-917,Ice Giant,796.04,42.258,2009,Spitzer
Planet-918,Dwarf Planet,623.99,5.962,1910,JWST
Planet-919,Gas Giant,485.03,90.341,2009,James Webb
Planet-920,Ice Giant,696.26,9.926,1970,Spitzer
Planet-921,Dwarf Planet,229.82,0.36,1941,Chandra
